e,t,a,d,fav,tb,advn,fav_n,decn,rel,ret,net,dur,mk
2550,1624355900,R,S,250.4994,54229.37,2,8,4,0.05402,133.6349,20.404022,55875.34,0.8744
2550,1624356689,R,S,290.6419,55017.45,2,8,5,0.15214,133.6349,20.404022,55875.34,0.7983
2550,1624357546,R,S,205.9302,55875.22,2,8,6,0.35788,133.6349,20.404022,55875.34,0.8834
2551,1624357546,FE,L,0.0,0.0,0,0,0,0.00403,-32.0861,-3.533982,18233.98,0.8834
2551,1624364323,A,L,-388.0887,6776.11,0,0,0,0.25026,-32.0861,-3.533982,18233.98,0.8312
2551,1624364872,A,L,-420.5573,7325.52,1,0,0,0.01503,-32.0861,-3.533982,18233.98,0.9238
2551,1624365726,R,L,-348.9861,8179.41,2,0,0,0.00443,-32.0861,-3.533982,18233.98,1.0
2551,1624367442,A,L,-285.5247,9895.8,2,0,1,3e-05,-32.0861,-3.533982,18233.98,1.0
2551,1624369990,A,L,-522.3273,12443.11,3,0,1,0.052,-32.0861,-3.533982,18233.98,0.6706
2551,1624370003,A,L,-417.2608,12456.68,4,0,1,0.01064,-32.0861,-3.533982,18233.98,0.9506
2551,1624372044,R,L,-74.7919,14497.81,5,0,1,0.00062,-32.0861,-3.533982,18233.98,1.0
2551,1624372626,R,L,-108.0701,15079.6,5,0,2,1e-05,-32.0861,-3.533982,18233.98,1.0
2551,1624372653,R,L,-111.9677,15106.89,5,0,3,0.07245,-32.0861,-3.533982,18233.98,0.6642
2551,1624373040,R,L,-33.1943,15493.59,5,0,4,0.00414,-32.0861,-3.533982,18233.98,1.0
2551,1624373292,R,L,-74.7919,15745.14,5,0,5,0.00412,-32.0861,-3.533982,18233.98,1.0
2551,1624373460,R,L,16.723,15913.75,5,0,6,0.00102,-32.0861,-3.533982,18233.98,1.0
2551,1624373507,R,L,28.2038,15960.29,5,0,7,0.08542,-32.0861,-3.533982,18233.98,0.8349
2551,1624375713,R,L,407.7412,18166.54,5,0,8,0.03319,-32.0861,-3.533982,18233.98,1.0
2551,1624375739,R,L,392.3573,18192.59,5,0,9,0.17452,-32.0861,-3.533982,18233.98,0.8984
2552,1624375780,FE,S,-0.0,0.0,0,0,0,15.22222,-304.2929,-75.106285,102178.77,0.8984
2552,1624375839,A,S,-16.0128,58.58,0,0,0,0.01695,-304.2929,-75.106285,102178.77,1.0
2552,1624375851,A,S,-35.5206,70.21,1,0,0,0.38084,-304.2929,-75.106285,102178.77,0.5936
2552,1624375855,A,S,-12.7634,74.42,2,0,0,0.05743,-304.2929,-75.106285,102178.77,0.8813
2552,1624375873,A,S,-93.6868,93.12,3,0,0,0.00193,-304.2929,-75.106285,102178.77,1.0
2552,1624376039,A,S,-102.521,258.48,4,0,0,0.00418,-304.2929,-75.106285,102178.77,1.0
2552,1624376069,A,S,-114.0939,288.44,5,0,0,0.00352,-304.2929,-75.106285,102178.77,1.0
2552,1624376106,A,S,-49.9911,325.56,6,0,0,0.02241,-304.2929,-75.106285,102178.77,0.7953
2552,1624377691,A,S,-197.5616,1910.63,7,0,0,0.05597,-304.2929,-75.106285,102178.77,0.6232
2552,1624377751,A,S,-183.1235,1970.58,8,0,0,0.04079,-304.2929,-75.106285,102178.77,0.6846
2552,1624377763,A,S,-157.0752,1983.09,9,0,0,3e-05,-304.2929,-75.106285,102178.77,1.0
2552,1624377787,A,S,-178.7122,2006.61,10,0,0,0.00327,-304.2929,-75.106285,102178.77,0.9682
2552,1624379468,R,S,-93.4012,3687.34,11,0,0,0.00087,-304.2929,-75.106285,102178.77,1.0
2552,1624379471,R,S,-84.4258,3690.98,11,0,1,0.00801,-304.2929,-75.106285,102178.77,0.9221
2552,1624379507,R,S,-61.0778,3726.84,11,0,2,0.03786,-304.2929,-75.106285,102178.77,0.6694
2552,1624379521,R,S,-55.1484,3740.13,11,0,3,0.03677,-304.2929,-75.106285,102178.77,0.7157
2552,1624379594,R,S,-41.1111,3813.23,11,0,4,0.05742,-304.2929,-75.106285,102178.77,0.6135
2552,1624380429,A,S,-132.7671,4648.39,11,0,5,7e-05,-304.2929,-75.106285,102178.77,1.0
2552,1624380454,A,S,-120.9016,4674.05,12,0,5,0.00081,-304.2929,-75.106285,102178.77,1.0
2552,1624380654,A,S,-141.2768,4873.78,13,0,5,0.0399,-304.2929,-75.106285,102178.77,0.6915
2552,1624380700,A,S,-148.2122,4919.17,14,0,5,0.01771,-304.2929,-75.106285,102178.77,0.8454
2552,1624386709,A,S,-318.0387,10928.52,15,0,5,0.00119,-304.2929,-75.106285,102178.77,0.9884
2552,1624409254,R,S,-409.1922,33473.55,16,0,5,0.04085,-304.2929,-75.106285,102178.77,0.5616
2552,1624409290,R,S,-411.4921,33509.61,16,0,6,0.02847,-304.2929,-75.106285,102178.77,0.6761
2552,1624410060,R,S,-498.2026,34280.1,16,0,7,0.00407,-304.2929,-75.106285,102178.77,1.0
2552,1624410195,R,S,-484.9519,34414.28,16,0,8,0.25393,-304.2929,-75.106285,102178.77,0.0
2552,1624410196,R,S,-493.1824,34415.35,16,0,9,0.05239,-304.2929,-75.106285,102178.77,0.029
2552,1624411980,R,S,-560.599,36200.12,16,0,10,0.00054,-304.2929,-75.106285,102178.77,1.0
2552,1624411994,R,S,-544.9999,36213.42,16,0,11,0.03208,-304.2929,-75.106285,102178.77,1.0
2552,1624413013,R,S,-537.2003,37232.37,16,0,12,0.00172,-304.2929,-75.106285,102178.77,1.0
2552,1624454066,A,S,-856.9821,78285.66,16,0,13,0.00153,-304.2929,-75.106285,102178.77,1.0
2552,1624472261,R,S,-314.5745,96481.1,17,0,13,0.07188,-304.2929,-75.106285,102178.77,0.7514
2552,1624472265,R,S,-323.0999,96484.99,17,0,14,0.02252,-304.2929,-75.106285,102178.77,1.0
2552,1624472446,R,S,-305.5433,96665.31,17,0,15,0.32533,-304.2929,-75.106285,102178.77,0.4504
2552,1624477754,R,S,-322.1404,101973.95,17,0,16,0.08226,-304.2929,-75.106285,102178.77,0.951
2553,1624477959,FE,L,0.0,0.0,0,0,0,3.89236,-743.5821,-65.889657,229034.6,0.951
2553,1624550056,A,L,251.7201,72097.18,0,0,0,0.42379,-743.5821,-65.889657,229034.6,0.8285
2553,1624550988,A,L,35.4267,73029.15,0,1,0,0.11274,-743.5821,-65.889657,229034.6,0.8416
2553,1624611142,A,L,96.3274,133183.05,0,2,0,0.15161,-743.5821,-65.889657,229034.6,0.6354
2553,1624611185,A,L,78.7957,133225.56,0,3,0,0.01138,-743.5821,-65.889657,229034.6,0.0051
2553,1624611197,A,L,91.825,133237.49,0,4,0,0.03138,-743.5821,-65.889657,229034.6,0.4613
2553,1624614566,A,L,-10.5332,136606.48,0,5,0,0.07334,-743.5821,-65.889657,229034.6,0.7327
2553,1624614730,A,L,-4.4832,136771.33,1,5,0,0.03426,-743.5821,-65.889657,229034.6,1.0
2553,1624615048,A,L,-36.5498,137088.57,2,5,0,0.01595,-743.5821,-65.889657,229034.6,0.75
2553,1624690613,R,L,-648.2987,212653.84,3,5,0,0.09339,-743.5821,-65.889657,229034.6,0.7196
2553,1624706471,R,L,-700.1026,228511.83,3,5,1,0.06777,-743.5821,-65.889657,229034.6,0.8643
2553,1624706647,R,L,-706.1384,228687.84,3,5,2,0.19663,-743.5821,-65.889657,229034.6,0.8029
2553,1624706703,R,L,-729.908,228743.94,3,5,3,0.07482,-743.5821,-65.889657,229034.6,0.9718
2554,1624706994,FE,S,-0.0,0.0,0,0,0,0.12472,-687.9381,-43.028332,168238.03,0.9718
2554,1624707006,A,S,-15.9236,11.77,0,0,0,0.00031,-687.9381,-43.028332,168238.03,0.8029
2554,1624753080,A,S,-343.2288,46085.93,1,0,0,0.23089,-687.9381,-43.028332,168238.03,0.7696
2554,1624875180,R,S,-727.7141,168186.32,2,0,0,0.16455,-687.9381,-43.028332,168238.03,0.6712
2554,1624875197,R,S,-740.9249,168203.56,2,0,1,0.2408,-687.9381,-43.028332,168238.03,0.7597
2555,1624875232,FE,L,,0.0,0,0,0,,151.092,8.840423,213971.59,0.7597
2555,1625066421,A,L,-30.3945,191189.53,0,0,0,159.99083,151.092,8.840423,213971.59,0.6512
2555,1625067972,A,L,-14.7518,192740.32,1,0,0,0.12108,151.092,8.840423,213971.59,0.8787
2555,1625075865,R,L,140.4632,200632.75,2,0,0,0.00094,151.092,8.840423,213971.59,1.0
2555,1625078805,R,L,166.9879,203572.91,2,0,1,0.2764,151.092,8.840423,213971.59,0.723
2555,1625089203,FX,L,217.5838,213971.59,2,0,2,1.0,151.092,8.840423,213971.59,0.0492
2556,1625089203,FE,S,3.976,0.0,0,0,0,0.0122,429.647,24.252072,58783.99,0.0492
2556,1625089210,A,S,13.8883,6.36,0,0,0,1.51217,429.647,24.252072,58783.99,0.6882
2556,1625092522,A,S,21.2274,3318.27,0,1,0,0.19438,429.647,24.252072,58783.99,0.6392
2556,1625093085,A,S,10.0688,3881.57,0,2,0,0.00213,429.647,24.252072,58783.99,1.0
2556,1625138840,R,S,426.1961,49636.74,0,3,0,0.221,429.647,24.252072,58783.99,0.5618
2556,1625138962,R,S,415.3665,49758.15,0,3,1,0.30018,429.647,24.252072,58783.99,0.0529
2556,1625147987,R,S,411.8329,58783.87,0,3,2,0.51637,429.647,24.252072,58783.99,0.5083
2557,1625147987,FE,L,0.0,0.0,0,0,0,0.00034,4.9907,0.317361,360025.12,0.5083
2557,1625341867,A,L,371.1252,193879.45,0,0,0,7.98743,4.9907,0.317361,360025.12,0.6877
2557,1625341986,A,L,24.6525,193998.31,0,1,0,0.30107,4.9907,0.317361,360025.12,0.571
2557,1625342005,A,L,11.352,194017.8,0,2,0,0.13583,4.9907,0.317361,360025.12,0.0
2557,1625342495,A,L,-7.7444,194507.77,0,3,0,0.28735,4.9907,0.317361,360025.12,0.0
2557,1625354940,R,L,-74.5735,206952.85,1,3,0,0.22187,4.9907,0.317361,360025.12,0.51
2557,1625383349,R,L,196.7666,235361.7,1,3,1,0.14152,4.9907,0.317361,360025.12,0.715
2557,1625383971,R,L,200.1094,235983.91,1,3,2,0.00291,4.9907,0.317361,360025.12,1.0
2557,1625404233,R,L,168.3713,256245.18,1,3,3,0.44822,4.9907,0.317361,360025.12,0.0843
2557,1625484598,R,L,-281.176,336610.92,1,3,4,0.04576,4.9907,0.317361,360025.12,0.9762
2558,1625508012,FE,S,-0.0,0.0,0,0,0,111.90323,389.8857,22.761103,286253.89,0.9762
2558,1625510495,A,S,-74.0741,2482.66,0,0,0,0.00832,389.8857,22.761103,286253.89,1.0
2558,1625510553,A,S,-26.4402,2540.9,1,0,0,0.05947,389.8857,22.761103,286253.89,0.8307
2558,1625685429,A,S,-208.5084,177416.87,2,0,0,0.41085,389.8857,22.761103,286253.89,0.589
2558,1625725325,R,S,262.3792,217312.33,3,0,0,0.11876,389.8857,22.761103,286253.89,0.7624
2558,1625739109,R,S,489.7255,231096.78,3,0,1,0.28785,389.8857,22.761103,286253.89,0.4997
2558,1625739153,R,S,486.1416,231140.61,3,0,2,0.00709,389.8857,22.761103,286253.89,1.0
2558,1625794266,FX,S,490.9542,286253.89,3,0,3,1.0,389.8857,22.761103,286253.89,0.0
2559,1625794266,FE,L,,0.0,0,0,0,,-193.8248,-18.855393,333804.11,0.0
2559,1625809289,A,L,144.414,15022.36,0,0,0,62.36346,-193.8248,-18.855393,333804.11,0.6757
2559,1625846433,A,L,143.4907,52166.87,0,1,0,0.32964,-193.8248,-18.855393,333804.11,0.6365
2559,1625846578,A,L,114.8569,52311.75,0,2,0,0.04435,-193.8248,-18.855393,333804.11,0.0
2559,1625882537,A,L,117.3305,88270.46,0,3,0,0.13631,-193.8248,-18.855393,333804.11,0.4505
2559,1625882627,A,L,101.4871,88360.72,0,4,0,0.10769,-193.8248,-18.855393,333804.11,0.0704
2559,1625885417,A,L,75.1434,91151.08,0,5,0,0.1634,-193.8248,-18.855393,333804.11,0.0267
2559,1626123325,R,L,-196.0965,329058.98,0,6,0,0.18828,-193.8248,-18.855393,333804.11,0.3871
2559,1626123327,R,L,-209.9561,329060.61,0,6,1,0.04314,-193.8248,-18.855393,333804.11,0.8055
2559,1626124579,R,L,-168.8271,330313.02,0,6,2,0.56972,-193.8248,-18.855393,333804.11,0.0
2559,1626124581,R,L,-177.6666,330314.59,0,6,3,0.20417,-193.8248,-18.855393,333804.11,0.4973
2559,1626128070,R,L,-136.7538,333804.01,0,6,4,0.89258,-193.8248,-18.855393,333804.11,0.5997
2560,1626128070,FE,S,-0.0,0.0,0,0,0,0.84915,294.5653,37.981347,824392.71,0.5997
2560,1626128546,A,S,-6.0473,475.29,0,0,0,0.67107,294.5653,37.981347,824392.71,0.0313
2560,1626130038,A,S,-13.9847,1967.29,1,0,0,0.27241,294.5653,37.981347,824392.71,0.2002
2560,1626132049,A,S,-31.4514,3978.16,2,0,0,0.14013,294.5653,37.981347,824392.71,0.8246
2560,1626156184,A,S,55.7064,28113.37,3,0,0,0.178,294.5653,37.981347,824392.71,0.5992
2560,1626158623,A,S,-6.2723,30552.67,3,1,0,0.0853,294.5653,37.981347,824392.71,0.7227
2560,1626206811,R,S,176.6209,78740.34,4,1,0,0.08088,294.5653,37.981347,824392.71,0.2347
2560,1626253936,R,S,223.3676,125865.95,4,1,1,0.03269,294.5653,37.981347,824392.71,0.7514
2560,1626377184,R,S,431.9152,249113.92,4,1,2,0.13894,294.5653,37.981347,824392.71,0.5412
2560,1626573594,R,S,231.0649,445523.07,4,1,3,0.11095,294.5653,37.981347,824392.71,0.7446
2560,1626908735,R,S,302.7614,780664.55,4,1,4,0.35825,294.5653,37.981347,824392.71,0.5335
2560,1626908768,R,S,284.1618,780697.22,4,1,5,0.46948,294.5653,37.981347,824392.71,0.5272
2560,1626952463,FX,S,369.2303,824392.71,4,1,6,1.0,294.5653,37.981347,824392.71,0.6912
2561,1626952463,FE,L,6.3167,0.0,0,0,0,0.09783,422.74,41.243662,329136.86,0.6912
2561,1626952497,A,L,-6.715,34.0,0,0,0,0.00301,422.74,41.243662,329136.86,0.0
2561,1626952796,A,L,-1.903,332.55,1,0,0,0.19375,422.74,41.243662,329136.86,0.8061
2561,1626977489,R,L,190.217,25025.73,2,0,0,0.32989,422.74,41.243662,329136.86,0.3399
2561,1626977491,R,L,185.5498,25027.48,2,0,1,0.07816,422.74,41.243662,329136.86,0.9218
2561,1627060519,A,L,92.9832,108055.58,2,0,2,124.97727,422.74,41.243662,329136.86,0.0
2561,1627060527,A,L,8.6685,108064.26,2,1,2,1.58786,422.74,41.243662,329136.86,0.824
2561,1627201033,R,L,842.7982,248570.23,2,2,2,0.00144,422.74,41.243662,329136.86,1.0
2561,1627266254,R,L,1911.9253,313790.7,2,2,3,0.09318,422.74,41.243662,329136.86,0.8967
2561,1627281600,FX,L,2121.7126,329136.86,2,2,4,1.0,422.74,41.243662,329136.86,0.4629
2562,1627281600,FE,S,7.6291,0.0,0,0,0,0.0095,186.9146,14.356584,5292.66,0.4629
2562,1627281610,A,S,-12.8884,9.56,0,0,0,0.2328,186.9146,14.356584,5292.66,0.7697
2562,1627281780,A,S,-8.7817,180.28,1,0,0,0.16429,186.9146,14.356584,5292.66,0.6732
2562,1627282381,R,S,77.4189,781.08,2,0,0,0.02519,186.9146,14.356584,5292.66,0.9247
2562,1627285359,R,S,244.2592,3759.19,2,0,1,0.02561,186.9146,14.356584,5292.66,0.9491
2562,1627285375,R,S,229.5594,3775.37,2,0,2,0.00302,186.9146,14.356584,5292.66,0.9941
2563,1627286893,FE,L,0.0,0.0,0,0,0,0.05525,119.7622,0.034249,10256.35,0.9491
2563,1627297149,FX,L,124.4595,10256.35,0,0,0,1.0,119.7622,0.034249,10256.35,0.5009
2564,1627297149,FE,S,5.8872,0.0,0,0,0,0.01024,34.5593,20.998537,680047.9,0.5009
2564,1627297446,A,S,-47.5283,296.95,0,0,0,0.35563,34.5593,20.998537,680047.9,0.6482
2564,1627297690,A,S,-2.5504,540.98,1,0,0,0.00553,34.5593,20.998537,680047.9,0.0
2564,1627318025,A,S,-163.5724,20876.28,2,0,0,0.21395,34.5593,20.998537,680047.9,0.3676
2564,1627318086,A,S,-104.1583,20936.91,3,0,0,0.00061,34.5593,20.998537,680047.9,0.0
2564,1627318204,A,S,-90.0038,21055.19,4,0,0,4e-05,34.5593,20.998537,680047.9,1.0
2564,1627318346,A,S,-92.3955,21196.97,5,0,0,0.00013,34.5593,20.998537,680047.9,1.0
2564,1627318354,A,S,-82.3366,21205.36,6,0,0,0.13281,34.5593,20.998537,680047.9,0.0
2564,1627318484,A,S,-70.6593,21335.35,7,0,0,1e-05,34.5593,20.998537,680047.9,1.0
2564,1627318525,A,S,-70.8978,21376.16,8,0,0,0.02667,34.5593,20.998537,680047.9,0.1462
2564,1627329789,R,S,107.7878,32639.71,9,0,0,0.08706,34.5593,20.998537,680047.9,1.0
2564,1627329790,R,S,120.6683,32641.26,9,0,1,0.06659,34.5593,20.998537,680047.9,1.0
2564,1627330356,R,S,133.5488,33206.56,9,0,2,0.05253,34.5593,20.998537,680047.9,1.0
2564,1627330397,R,S,146.4293,33248.11,9,0,3,0.0788,34.5593,20.998537,680047.9,1.0
2564,1627331132,R,S,172.1902,33982.98,9,0,4,2e-05,34.5593,20.998537,680047.9,1.0
2564,1627331159,R,S,185.0707,34009.95,9,0,5,0.28634,34.5593,20.998537,680047.9,1.0
2564,1627331159,R,S,197.9512,34009.95,9,0,6,0.00074,34.5593,20.998537,680047.9,1.0
2564,1627331248,R,S,223.7122,34099.3,9,0,7,0.0005,34.5593,20.998537,680047.9,1.0
2564,1627363722,A,S,425.3062,66573.03,9,0,8,1.02616,34.5593,20.998537,680047.9,0.6781
2564,1627367223,A,S,75.9516,70074.17,9,1,8,0.30427,34.5593,20.998537,680047.9,0.6863
2564,1627367398,A,S,28.1492,70248.44,9,2,8,0.0081,34.5593,20.998537,680047.9,0.9836
2564,1627374014,A,S,4.396,76865.25,9,3,8,0.02317,34.5593,20.998537,680047.9,0.4159
2564,1627374229,A,S,2.9984,77079.96,9,4,8,0.0334,34.5593,20.998537,680047.9,0.0095
2564,1627374470,A,S,-9.4476,77320.51,9,5,8,0.01808,34.5593,20.998537,680047.9,0.0787
2564,1627377027,A,S,23.8649,79877.44,10,5,8,0.03137,34.5593,20.998537,680047.9,0.0
2564,1627380093,A,S,-9.8811,82944.2,10,6,8,0.03694,34.5593,20.998537,680047.9,0.7891
2564,1627383359,A,S,-79.719,86210.14,11,6,8,0.04589,34.5593,20.998537,680047.9,1.0
2564,1627385787,A,S,-82.4554,88637.57,12,6,8,0.05429,34.5593,20.998537,680047.9,0.7272
2564,1627386065,A,S,-99.5469,88915.73,13,6,8,0.00767,34.5593,20.998537,680047.9,0.0
2564,1627386550,A,S,-115.047,89400.48,14,6,8,0.04205,34.5593,20.998537,680047.9,0.5207
2564,1627386695,A,S,-129.4841,89546.32,15,6,8,0.0165,34.5593,20.998537,680047.9,0.782
2564,1627389796,A,S,-210.8649,92646.54,16,6,8,0.04864,34.5593,20.998537,680047.9,0.1872
2564,1627394694,R,S,-133.5832,97544.93,17,6,8,0.0002,34.5593,20.998537,680047.9,1.0
2564,1627394811,R,S,-120.2758,97661.93,17,6,9,2e-05,34.5593,20.998537,680047.9,1.0
2564,1627394840,R,S,-106.9684,97691.33,17,6,10,0.00033,34.5593,20.998537,680047.9,1.0
2564,1627394848,R,S,-73.6999,97699.14,17,6,11,0.06945,34.5593,20.998537,680047.9,1.0
2564,1627396283,A,S,-181.9688,99133.86,17,6,12,0.05659,34.5593,20.998537,680047.9,0.3709
2564,1627397134,A,S,-125.4509,99984.97,18,6,12,0.05795,34.5593,20.998537,680047.9,0.2979
2564,1627402944,R,S,-29.8236,105794.73,19,6,12,0.00088,34.5593,20.998537,680047.9,1.0
2564,1627403006,R,S,-16.5479,105856.83,19,6,13,0.00259,34.5593,20.998537,680047.9,1.0
2564,1627403101,R,S,-25.6085,105951.91,19,6,14,0.03601,34.5593,20.998537,680047.9,0.5997
2564,1627404582,R,S,-3.2722,107432.98,19,6,15,0.00365,34.5593,20.998537,680047.9,1.0
2564,1627404642,R,S,-30.5786,107492.52,19,6,16,0.07392,34.5593,20.998537,680047.9,0.21
2564,1627404876,R,S,10.0036,107726.86,19,6,17,0.00402,34.5593,20.998537,680047.9,1.0
2564,1627409274,R,S,46.5749,112125.35,19,6,18,0.03984,34.5593,20.998537,680047.9,0.6773
2564,1627409301,R,S,66.2228,112152.32,19,6,19,0.13744,34.5593,20.998537,680047.9,0.0244
2564,1627409304,R,S,56.594,112155.12,19,6,20,0.02508,34.5593,20.998537,680047.9,0.0862
2564,1627436643,A,S,-497.74,139493.59,19,6,21,0.06986,34.5593,20.998537,680047.9,0.7928
2564,1627437758,A,S,-428.2807,140609.06,20,6,21,0.10275,34.5593,20.998537,680047.9,0.5888
2564,1627438389,A,S,-391.6436,141239.61,21,6,21,0.0202,34.5593,20.998537,680047.9,0.8999
2564,1627440315,A,S,-325.5647,143165.58,22,6,21,0.04316,34.5593,20.998537,680047.9,0.5716
2564,1627442480,A,S,-303.7545,145330.96,23,6,21,0.01664,34.5593,20.998537,680047.9,0.7576
2564,1627442561,A,S,-279.4243,145411.73,24,6,21,0.03371,34.5593,20.998537,680047.9,0.7638
2564,1627443256,A,S,-322.0942,146107.33,25,6,21,0.02153,34.5593,20.998537,680047.9,0.3438
2564,1627461477,R,S,-143.5362,164327.6,26,6,21,0.04411,34.5593,20.998537,680047.9,0.6353
2564,1627461545,R,S,-149.84,164396.33,26,6,22,0.06332,34.5593,20.998537,680047.9,0.0
2564,1627473490,A,S,-448.152,176340.58,26,6,23,0.05931,34.5593,20.998537,680047.9,0.1875
2564,1627477274,R,S,-140.5085,180124.67,27,6,23,0.01044,34.5593,20.998537,680047.9,0.823
2564,1627481684,A,S,-174.4266,184534.88,27,6,24,0.05411,34.5593,20.998537,680047.9,0.6302
2564,1627488749,A,S,-147.0128,191599.77,28,6,24,0.0506,34.5593,20.998537,680047.9,1.0
2564,1627493581,R,S,-46.0773,196432.21,29,6,24,0.0191,34.5593,20.998537,680047.9,0.6815
2564,1627493748,R,S,-29.9337,196598.45,29,6,25,0.00658,34.5593,20.998537,680047.9,1.0
2564,1627493749,R,S,-17.1973,196600.28,29,6,26,0.06298,34.5593,20.998537,680047.9,1.0
2564,1627493892,R,S,10.8844,196742.79,29,6,27,0.00562,34.5593,20.998537,680047.9,0.9232
2564,1627493917,R,S,-0.8851,196767.84,29,6,28,0.01841,34.5593,20.998537,680047.9,0.7521
2564,1627494129,R,S,27.248,196979.86,29,6,29,0.01526,34.5593,20.998537,680047.9,0.822
2564,1627494172,R,S,33.7484,197022.93,29,6,30,1e-05,34.5593,20.998537,680047.9,1.0
2564,1627495400,A,S,1.9073,198250.88,29,6,31,0.012,34.5593,20.998537,680047.9,1.0
2564,1627495586,A,S,8.383,198436.99,29,7,31,0.07775,34.5593,20.998537,680047.9,0.2242
2564,1627496029,A,S,-11.8371,198879.77,29,8,31,0.00016,34.5593,20.998537,680047.9,1.0
2564,1627635148,R,S,192.8815,337999.11,30,8,31,0.0011,34.5593,20.998537,680047.9,1.0
2564,1627635920,R,S,205.618,338770.93,30,8,32,4e-05,34.5593,20.998537,680047.9,1.0
2564,1627637092,R,S,218.3545,339942.47,30,8,33,0.03703,34.5593,20.998537,680047.9,1.0
2564,1627637274,R,S,231.091,340124.49,30,8,34,0.00121,34.5593,20.998537,680047.9,1.0
2564,1627637581,R,S,196.2421,340432.25,30,8,35,0.00711,34.5593,20.998537,680047.9,0.9692
2564,1627642328,A,S,91.779,345179.18,30,8,36,0.19447,34.5593,20.998537,680047.9,0.3515
2564,1627684029,R,S,-505.334,386879.45,30,9,36,0.07564,34.5593,20.998537,680047.9,0.0439
2564,1627836678,A,S,-508.3743,539528.58,30,9,37,0.04058,34.5593,20.998537,680047.9,0.3725
2564,1627887044,A,S,-256.5471,589894.88,31,9,37,0.19539,34.5593,20.998537,680047.9,0.1696
2564,1627894970,R,S,4.5519,597820.53,32,9,37,0.06802,34.5593,20.998537,680047.9,0.6429
2564,1627895161,R,S,24.2732,598012.06,32,9,38,0.06308,34.5593,20.998537,680047.9,0.7319
2564,1627906673,R,S,61.839,609524.41,32,9,39,0.09846,34.5593,20.998537,680047.9,0.68
2564,1627906897,R,S,56.8264,609747.55,32,9,40,0.00228,34.5593,20.998537,680047.9,1.0
2564,1627907160,R,S,65.0148,610011.12,32,9,41,0.26556,34.5593,20.998537,680047.9,0.4687
2564,1627907234,R,S,75.7474,610084.81,32,9,42,0.52953,34.5593,20.998537,680047.9,0.4701
2564,1627977197,FX,S,240.4946,680047.9,32,9,43,1.0,34.5593,20.998537,680047.9,0.4938
2565,1627977197,FE,L,6.4938,0.0,0,0,0,0.02633,443.5171,46.466167,209116.38,0.4938
2565,1627982110,A,L,-38.9803,4913.05,0,0,0,0.11577,443.5171,46.466167,209116.38,0.4984
2565,1627984174,A,L,6.5811,6977.48,1,0,0,0.18507,443.5171,46.466167,209116.38,0.7724
2565,1627990375,A,L,-27.3169,13177.99,1,1,0,0.08627,443.5171,46.466167,209116.38,0.0192
2565,1627990416,A,L,-8.1984,13218.96,2,1,0,0.05385,443.5171,46.466167,209116.38,0.8694
2565,1627992105,A,L,-143.2527,14907.93,3,1,0,0.16668,443.5171,46.466167,209116.38,0.0482
2565,1628101794,R,L,317.5088,124597.02,4,1,0,0.06452,443.5171,46.466167,209116.38,0.7402
2565,1628111679,R,L,395.7403,134481.98,4,1,1,0.00858,443.5171,46.466167,209116.38,1.0
2565,1628183848,R,L,467.3004,206651.23,4,1,2,2e-05,443.5171,46.466167,209116.38,1.0
2565,1628184073,R,L,486.8169,206875.63,4,1,3,0.00085,443.5171,46.466167,209116.38,1.0
2565,1628185408,R,L,512.8387,208210.77,4,1,4,0.00251,443.5171,46.466167,209116.38,1.0
2565,1628186124,R,L,538.8606,208926.83,4,1,5,0.02213,443.5171,46.466167,209116.38,1.0
2565,1628186147,R,L,543.3558,208950.38,4,1,6,0.24625,443.5171,46.466167,209116.38,0.5198
2565,1628186203,R,L,564.8825,209005.91,4,1,7,0.0904,443.5171,46.466167,209116.38,1.0
2566,1628186313,FE,S,-0.0,0.0,0,0,0,0.79263,208.716,10.321831,38263.5,1.0
2566,1628188045,A,S,-49.2611,1731.32,0,0,0,0.01686,208.716,10.321831,38263.5,1.0
2566,1628189006,A,S,-26.8533,2692.39,1,0,0,0.03189,208.716,10.321831,38263.5,1.0
2566,1628190377,A,S,-38.2365,4064.1,2,0,0,0.00631,208.716,10.321831,38263.5,1.0
2566,1628190480,A,S,-50.1521,4166.24,3,0,0,0.00071,208.716,10.321831,38263.5,1.0
2566,1628211045,R,S,182.0368,24731.28,4,0,0,0.00378,208.716,10.321831,38263.5,1.0
2566,1628211223,R,S,206.4596,24909.33,4,0,1,0.00296,208.716,10.321831,38263.5,1.0
2566,1628221754,R,S,185.7484,35441.04,4,0,2,0.10489,208.716,10.321831,38263.5,0.785
2566,1628224575,R,S,237.6545,38261.93,4,0,3,0.95254,208.716,10.321831,38263.5,0.0
2566,1628224577,FX,S,233.6804,38263.5,4,0,4,1.0,208.716,10.321831,38263.5,0.7931
2567,1628224577,FE,L,2.8649,0.0,0,0,0,0.00013,636.0172,17.199764,85251.33,0.7931
