e,t,a,d,fav,tb,advn,fav_n,decn,rel,ret,net,dur,mk
2538,1622816167,R,S,83.4077,261238.48,11,11,15,0.00074,377.0587,231.785228,607055.01,1.0
2538,1622817287,A,S,-3.5988,262358.59,11,11,16,0.03951,377.0587,231.785228,607055.01,0.0
2538,1622817709,A,S,15.154,262780.59,12,11,16,0.00548,377.0587,231.785228,607055.01,1.0
2538,1622817764,A,S,-10.4099,262835.57,12,12,16,0.03589,377.0587,231.785228,607055.01,0.7179
2538,1622818216,A,S,-22.4986,263287.99,13,12,16,0.03004,377.0587,231.785228,607055.01,0.7338
2538,1622818324,A,S,-41.4794,263396.03,14,12,16,0.06045,377.0587,231.785228,607055.01,0.3454
2538,1622818342,A,S,-44.0419,263413.88,15,12,16,0.01578,377.0587,231.785228,607055.01,0.5541
2538,1622876766,R,S,-342.2274,321837.52,16,12,16,0.13154,377.0587,231.785228,607055.01,0.2665
2538,1622876802,R,S,-354.4975,321873.78,16,12,17,0.06038,377.0587,231.785228,607055.01,0.7236
2538,1622877498,R,S,-348.6461,322569.46,16,12,18,0.05252,377.0587,231.785228,607055.01,0.6243
2538,1622886737,A,S,49.3644,331808.61,16,12,19,0.07349,377.0587,231.785228,607055.01,0.5478
2538,1622886744,A,S,40.5492,331815.38,16,13,19,0.0,377.0587,231.785228,607055.01,1.0
2538,1622886749,A,S,52.8187,331820.95,16,14,19,0.00152,377.0587,231.785228,607055.01,0.989
2538,1622886826,A,S,28.5194,331897.9,16,15,19,0.00215,377.0587,231.785228,607055.01,0.9627
2538,1622887142,A,S,21.6992,332214.02,16,16,19,3e-05,377.0587,231.785228,607055.01,1.0
2538,1622888257,A,S,-2.0053,333328.6,16,17,19,0.01067,377.0587,231.785228,607055.01,0.886
2538,1622894669,R,S,273.1987,339740.49,17,17,19,0.00479,377.0587,231.785228,607055.01,1.0
2538,1622894828,R,S,278.1203,339900.09,17,17,20,0.04192,377.0587,231.785228,607055.01,0.5523
2538,1622894831,R,S,286.8984,339903.0,17,17,21,0.00099,377.0587,231.785228,607055.01,1.0
2538,1622894860,R,S,303.3927,339931.16,17,17,22,0.01603,377.0587,231.785228,607055.01,0.8608
2538,1622894897,R,S,307.7891,339968.53,17,17,23,0.04182,377.0587,231.785228,607055.01,0.1153
2538,1622895339,A,S,163.6009,340410.49,17,17,24,0.00015,377.0587,231.785228,607055.01,1.0
2538,1622896542,A,S,130.2036,341613.68,17,18,24,0.00066,377.0587,231.785228,607055.01,1.0
2538,1622896547,A,S,102.4826,341619.01,17,19,24,0.00152,377.0587,231.785228,607055.01,1.0
2538,1622896589,A,S,53.2445,341660.57,17,20,24,0.01182,377.0587,231.785228,607055.01,0.5606
2538,1622908204,A,S,42.9195,353275.23,17,21,24,0.00698,377.0587,231.785228,607055.01,1.0
2538,1622979225,R,S,112.2531,424296.36,17,22,24,0.00862,377.0587,231.785228,607055.01,0.0
2538,1623093177,R,S,255.9846,538248.99,17,22,25,0.04176,377.0587,231.785228,607055.01,0.0
2538,1623098525,R,S,258.2587,543596.61,17,22,26,0.0,377.0587,231.785228,607055.01,0.0
2538,1623101018,R,S,651.8714,546089.6,17,22,27,1e-05,377.0587,231.785228,607055.01,1.0
2538,1623101125,R,S,665.6389,546196.55,17,22,28,6e-05,377.0587,231.785228,607055.01,1.0
2538,1623101185,R,S,680.3609,546256.42,17,22,29,0.0039,377.0587,231.785228,607055.01,0.9648
2538,1623108308,R,S,706.9413,553380.13,17,22,30,0.00093,377.0587,231.785228,607055.01,1.0
2538,1623108337,R,S,720.7088,553408.79,17,22,31,0.00731,377.0587,231.785228,607055.01,1.0
2538,1623109919,R,S,830.8488,554990.23,17,22,32,0.00229,377.0587,231.785228,607055.01,1.0
2538,1623110018,R,S,789.5463,555089.25,17,22,33,0.00068,377.0587,231.785228,607055.01,1.0
2538,1623110134,R,S,801.6617,555205.53,17,22,34,0.0,377.0587,231.785228,607055.01,0.0
2538,1623120090,R,S,858.3838,565161.8,17,22,35,0.01385,377.0587,231.785228,607055.01,1.0
2538,1623120093,R,S,885.9188,565164.59,17,22,36,0.01277,377.0587,231.785228,607055.01,1.0
2538,1623120326,R,S,913.4538,565397.47,17,22,37,0.015,377.0587,231.785228,607055.01,1.0
2538,1623120329,R,S,940.9888,565400.44,17,22,38,0.11304,377.0587,231.785228,607055.01,1.0
2538,1623128592,R,S,950.6289,573663.54,17,22,39,0.47394,377.0587,231.785228,607055.01,0.0
2538,1623137130,A,S,858.3838,582201.64,17,22,40,0.16839,377.0587,231.785228,607055.01,1.0
2538,1623137134,A,S,230.9386,582205.97,17,23,40,0.25456,377.0587,231.785228,607055.01,1.0
2538,1623139523,A,S,119.9137,584595.14,17,24,40,0.01028,377.0587,231.785228,607055.01,1.0
2538,1623141036,A,S,97.3118,586107.52,17,25,40,0.04125,377.0587,231.785228,607055.01,0.8597
2538,1623161550,R,S,522.0411,606621.23,17,26,40,0.01376,377.0587,231.785228,607055.01,0.9503
2538,1623161676,R,S,495.9147,606747.68,17,26,41,6e-05,377.0587,231.785228,607055.01,1.0
2538,1623161884,R,S,501.6396,606955.17,17,26,42,0.2086,377.0587,231.785228,607055.01,0.4648
2538,1623161981,R,S,559.9831,607052.43,17,26,43,0.20552,377.0587,231.785228,607055.01,0.8734
2539,1623161983,FE,L,0.0,0.0,0,0,0,0.80958,328.9788,17.997583,22067.41,0.8734
2539,1623163120,A,L,65.4531,1136.96,0,0,0,0.61907,328.9788,17.997583,22067.41,0.7623
2539,1623163404,A,L,-0.8745,1420.74,0,1,0,0.12775,328.9788,17.997583,22067.41,0.8232
2539,1623164131,A,L,-95.146,2147.54,0,1,0,0.0329,328.9788,17.997583,22067.41,0.9216
2539,1623165872,A,L,-229.1106,3888.51,1,1,0,0.02057,328.9788,17.997583,22067.41,1.0
2539,1623178624,R,L,296.4314,16640.86,2,1,0,0.02383,328.9788,17.997583,22067.41,1.0
2539,1623178657,R,L,327.919,16673.37,2,1,1,0.26228,328.9788,17.997583,22067.41,1.0
2539,1623181002,R,L,359.4065,19018.45,2,1,2,0.00037,328.9788,17.997583,22067.41,1.0
2539,1623184013,R,L,390.8941,22029.71,2,1,3,0.00021,328.9788,17.997583,22067.41,1.0
2540,1623184051,FE,S,-0.0,0.0,0,0,0,1.88571,-499.896,-147.509991,285139.14,1.0
2540,1623184055,A,S,-30.303,4.13,0,0,0,0.00385,-499.896,-147.509991,285139.14,1.0
2540,1623184133,A,S,-25.5555,82.62,1,0,0,0.0371,-499.896,-147.509991,285139.14,1.0
2540,1623184151,A,S,-45.6476,100.31,2,0,0,0.00253,-499.896,-147.509991,285139.14,0.8597
2540,1623184927,A,S,-65.0047,876.06,3,0,0,7e-05,-499.896,-147.509991,285139.14,1.0
2540,1623184928,A,S,-64.9894,877.36,4,0,0,0.00022,-499.896,-147.509991,285139.14,1.0
2540,1623185024,A,S,-67.7991,973.07,5,0,0,0.00188,-499.896,-147.509991,285139.14,1.0
2540,1623185140,A,S,-72.0872,1089.42,6,0,0,0.00494,-499.896,-147.509991,285139.14,1.0
2540,1623215493,A,S,42.022,31442.52,7,0,0,0.00893,-499.896,-147.509991,285139.14,0.9347
2540,1623215589,A,S,30.2333,31538.07,7,1,0,8e-05,-499.896,-147.509991,285139.14,1.0
2540,1623215978,A,S,-108.2924,31927.0,7,2,0,0.0043,-499.896,-147.509991,285139.14,1.0
2540,1623216050,A,S,-97.7887,31998.96,8,2,0,2e-05,-499.896,-147.509991,285139.14,1.0
2540,1623219220,A,S,-75.2453,35169.4,9,2,0,0.00221,-499.896,-147.509991,285139.14,1.0
2540,1623221180,A,S,-225.812,37128.91,10,2,0,0.00905,-499.896,-147.509991,285139.14,0.8915
2540,1623263805,R,S,-810.279,79753.96,11,2,0,0.00029,-499.896,-147.509991,285139.14,1.0
2540,1623263821,R,S,-795.3063,79770.51,11,2,1,0.00012,-499.896,-147.509991,285139.14,1.0
2540,1623263862,R,S,-780.3336,79811.35,11,2,2,9e-05,-499.896,-147.509991,285139.14,1.0
2540,1623263897,R,S,-765.361,79846.53,11,2,3,0.00062,-499.896,-147.509991,285139.14,1.0
2540,1623263921,R,S,-750.3883,79869.82,11,2,4,5e-05,-499.896,-147.509991,285139.14,1.0
2540,1623264473,A,S,-841.7486,80422.23,11,2,5,0.01123,-499.896,-147.509991,285139.14,0.8994
2540,1623268425,A,S,-770.7144,84374.12,12,2,5,0.00189,-499.896,-147.509991,285139.14,1.0
2540,1623315842,R,S,-722.5386,131791.66,13,2,5,0.0002,-499.896,-147.509991,285139.14,1.0
2540,1623316334,R,S,-715.159,132283.69,13,2,6,0.03937,-499.896,-147.509991,285139.14,1.0
2540,1623316371,R,S,-707.7794,132320.65,13,2,7,0.10359,-499.896,-147.509991,285139.14,1.0
2540,1623316395,R,S,-708.0959,132344.37,13,2,8,0.03643,-499.896,-147.509991,285139.14,0.4677
2540,1623322764,R,S,-1172.8913,138713.6,13,2,9,0.04775,-499.896,-147.509991,285139.14,0.6155
2540,1623322767,R,S,-1180.0729,138716.32,13,2,10,0.0042,-499.896,-147.509991,285139.14,0.9704
2540,1623325129,R,S,-1143.175,141077.95,13,2,11,0.00098,-499.896,-147.509991,285139.14,1.0
2540,1623326709,R,S,-1128.4158,142657.86,13,2,12,0.00097,-499.896,-147.509991,285139.14,1.0
2540,1623326840,R,S,-1119.4137,142789.04,13,2,13,0.01636,-499.896,-147.509991,285139.14,0.9337
2540,1623327534,R,S,-1106.277,143482.97,13,2,14,0.00156,-499.896,-147.509991,285139.14,1.0
2540,1623333699,A,S,-1262.6104,149648.35,13,2,15,0.20158,-499.896,-147.509991,285139.14,0.1801
2540,1623333709,A,S,-998.3564,149658.69,14,2,15,0.0085,-499.896,-147.509991,285139.14,0.976
2540,1623387947,A,S,-501.4844,203896.31,15,2,15,0.10612,-499.896,-147.509991,285139.14,0.6324
2540,1623387951,A,S,-419.8776,203900.61,16,2,15,0.03649,-499.896,-147.509991,285139.14,0.8517
2540,1623387961,A,S,-316.0619,203909.94,17,2,15,0.0186,-499.896,-147.509991,285139.14,0.8984
2540,1623388044,A,S,-303.2328,203993.69,18,2,15,2e-05,-499.896,-147.509991,285139.14,1.0
2540,1623388657,A,S,-241.0529,204606.02,19,2,15,0.00679,-499.896,-147.509991,285139.14,0.0
2540,1623429119,R,S,-45.823,245068.07,20,2,15,0.13308,-499.896,-147.509991,285139.14,0.0
2540,1623429122,R,S,-50.6755,245070.77,20,2,16,0.05162,-499.896,-147.509991,285139.14,0.6637
2540,1623466783,R,S,269.5099,282732.01,20,2,17,0.07423,-499.896,-147.509991,285139.14,0.3497
2540,1623466795,R,S,251.3326,282743.95,20,2,18,0.00932,-499.896,-147.509991,285139.14,0.9516
2540,1623466925,R,S,202.0228,282874.66,20,2,19,0.0001,-499.896,-147.509991,285139.14,1.0
2540,1623467032,R,S,188.2905,282981.26,20,2,20,0.00788,-499.896,-147.509991,285139.14,1.0
2540,1623467083,R,S,181.4244,283031.78,20,2,21,1e-05,-499.896,-147.509991,285139.14,1.0
2540,1623467136,R,S,197.694,283084.93,20,2,22,0.0387,-499.896,-147.509991,285139.14,0.9198
2540,1623467207,R,S,213.1746,283155.85,20,2,23,0.54809,-499.896,-147.509991,285139.14,0.0
2540,1623469169,R,S,221.3363,285118.22,20,2,24,0.66305,-499.896,-147.509991,285139.14,0.6784
2540,1623469190,FX,S,215.6177,285139.14,20,2,25,1.0,-499.896,-147.509991,285139.14,0.0
2541,1623469190,FE,L,,0.0,0,0,0,,456.1832,75.516214,145999.11,0.0
2541,1623469190,A,L,-0.1403,0.19,0,0,0,0.00102,456.1832,75.516214,145999.11,0.6784
2541,1623472525,A,L,-84.729,3334.85,0,0,0,1.09589,456.1832,75.516214,145999.11,0.4932
2541,1623476840,A,L,-77.2612,7649.79,1,0,0,0.41779,456.1832,75.516214,145999.11,0.389
2541,1623489283,A,L,-16.69,20093.42,2,0,0,0.20116,456.1832,75.516214,145999.11,0.5046
2541,1623489975,A,L,-12.648,20785.39,3,0,0,0.07978,456.1832,75.516214,145999.11,0.7238
2541,1623491497,A,L,-46.1757,22307.32,4,0,0,0.05376,456.1832,75.516214,145999.11,0.5529
2541,1623491650,A,L,-34.0164,22459.75,5,0,0,0.00033,456.1832,75.516214,145999.11,0.0
2541,1623493038,A,L,-173.4159,23847.96,6,0,0,0.00382,456.1832,75.516214,145999.11,0.1286
2541,1623493044,A,L,-165.0037,23854.25,7,0,0,0.02188,456.1832,75.516214,145999.11,0.2441
2541,1623493375,A,L,-130.6423,24184.96,8,0,0,1e-05,456.1832,75.516214,145999.11,1.0
2541,1623494454,R,L,143.2099,25264.58,9,0,0,0.00554,456.1832,75.516214,145999.11,1.0
2541,1623494502,R,L,157.4161,25312.44,9,0,1,0.00015,456.1832,75.516214,145999.11,1.0
2541,1623507217,A,L,136.8966,38027.54,9,0,2,0.04365,456.1832,75.516214,145999.11,0.738
2541,1623507259,A,L,119.1834,38069.13,9,1,2,0.04728,456.1832,75.516214,145999.11,0.669
2541,1623511146,A,L,36.568,41956.55,9,2,2,0.03593,456.1832,75.516214,145999.11,0.7125
2541,1623568439,A,L,-13.0563,99248.89,9,3,2,0.03326,456.1832,75.516214,145999.11,0.0001
2541,1623568462,A,L,-5.64,99272.46,10,3,2,0.02069,456.1832,75.516214,145999.11,0.0001
2541,1623568469,A,L,1.5988,99279.41,11,3,2,0.02423,456.1832,75.516214,145999.11,0.77
2541,1623578311,R,L,151.5705,109121.24,11,4,2,0.04689,456.1832,75.516214,145999.11,0.0
2541,1623583309,R,L,195.7553,114118.75,11,4,3,0.00174,456.1832,75.516214,145999.11,1.0
2541,1623601334,R,L,394.0465,132143.78,11,4,4,0.07555,456.1832,75.516214,145999.11,0.32
2541,1623601399,R,L,419.5169,132209.0,11,4,5,0.03846,456.1832,75.516214,145999.11,0.6922
2541,1623601438,R,L,415.0949,132247.8,11,4,6,0.01009,456.1832,75.516214,145999.11,1.0
2541,1623602549,R,L,485.5334,133359.24,11,4,7,0.07513,456.1832,75.516214,145999.11,0.5491
2541,1623602556,R,L,476.7634,133366.04,11,4,8,0.08105,456.1832,75.516214,145999.11,0.5594
2541,1623606195,R,L,520.043,137004.97,11,4,9,0.16097,456.1832,75.516214,145999.11,0.3559
2541,1623606214,R,L,557.553,137024.53,11,4,10,0.1392,456.1832,75.516214,145999.11,0.5822
2541,1623615055,R,L,995.2836,145865.2,11,4,11,0.00012,456.1832,75.516214,145999.11,1.0
2541,1623615060,R,L,994.8066,145870.29,11,4,12,0.14542,456.1832,75.516214,145999.11,0.7236
2541,1623615189,FX,L,994.5761,145999.11,11,4,13,1.0,456.1832,75.516214,145999.11,0.0
2542,1623615189,FE,S,,0.0,0,0,0,,413.8435,105.235435,410191.44,0.0
2542,1623615264,A,S,-0.6435,74.58,0,0,0,0.37931,413.8435,105.235435,410191.44,1.0
2542,1623615299,A,S,-19.9249,109.93,0,0,0,0.41136,413.8435,105.235435,410191.44,0.5884
2542,1623615303,A,S,-16.4364,113.74,1,0,0,0.23733,413.8435,105.235435,410191.44,0.5252
2542,1623617986,A,S,-100.6659,2796.52,2,0,0,0.03123,413.8435,105.235435,410191.44,0.9063
2542,1623617997,A,S,-83.4337,2807.6,3,0,0,0.00055,413.8435,105.235435,410191.44,0.9983
2542,1623634308,A,S,-93.2842,19118.54,4,0,0,0.01165,413.8435,105.235435,410191.44,1.0
2542,1623634308,A,S,-79.4029,19118.54,5,0,0,0.19767,413.8435,105.235435,410191.44,1.0
2542,1623634312,A,S,-81.2261,19123.16,6,0,0,0.00046,413.8435,105.235435,410191.44,1.0
2542,1623677166,A,S,-354.7486,61976.52,7,0,0,0.06681,413.8435,105.235435,410191.44,0.4655
2542,1623678418,A,S,-321.1159,63229.03,8,0,0,0.00556,413.8435,105.235435,410191.44,0.9499
2542,1623678745,A,S,-284.1152,63555.67,9,0,0,0.02338,413.8435,105.235435,410191.44,0.7662
2542,1623680770,A,S,-324.699,65581.12,10,0,0,4e-05,413.8435,105.235435,410191.44,1.0
2542,1623680972,A,S,-312.1677,65782.99,11,0,0,0.00399,413.8435,105.235435,410191.44,0.9521
2542,1623684272,A,S,-233.358,69082.69,12,0,0,0.02623,413.8435,105.235435,410191.44,0.6589
2542,1623841844,R,S,129.142,226655.16,13,0,0,0.01446,413.8435,105.235435,410191.44,0.7975
2542,1623841853,R,S,122.5099,226664.26,13,0,1,0.01841,413.8435,105.235435,410191.44,0.7461
2542,1623856489,R,S,296.369,241300.42,13,0,2,0.00045,413.8435,105.235435,410191.44,0.994
2542,1623858054,R,S,282.9525,242865.25,13,0,3,0.0058,413.8435,105.235435,410191.44,1.0
2542,1623865242,R,S,219.7272,250052.59,13,0,4,0.0671,413.8435,105.235435,410191.44,0.2703
2542,1623894329,R,S,296.0494,279140.14,13,0,5,0.07138,413.8435,105.235435,410191.44,0.2951
2542,1623912405,A,S,163.6093,297215.91,13,0,6,0.0,413.8435,105.235435,410191.44,1.0
2542,1623912670,A,S,139.1821,297480.72,13,1,6,0.02904,413.8435,105.235435,410191.44,0.7132
2542,1623913779,A,S,88.4823,298590.39,13,2,6,0.0161,413.8435,105.235435,410191.44,0.825
2542,1623914833,A,S,76.185,299643.68,13,3,6,0.00559,413.8435,105.235435,410191.44,1.0
2542,1623938941,R,S,286.2128,323751.98,13,4,6,0.07291,413.8435,105.235435,410191.44,0.0602
2542,1623938942,R,S,280.6347,323753.39,13,4,7,0.00498,413.8435,105.235435,410191.44,0.9408
2542,1623940258,A,S,179.407,325069.35,13,4,8,0.04073,413.8435,105.235435,410191.44,0.0057
2542,1623941114,A,S,208.3303,325924.81,13,5,8,0.00348,413.8435,105.235435,410191.44,1.0
2542,1623941690,A,S,188.4255,326500.76,13,6,8,0.02288,413.8435,105.235435,410191.44,0.5849
2542,1623949453,R,S,286.5971,334263.79,13,7,8,0.06425,413.8435,105.235435,410191.44,0.5819
2542,1623950432,R,S,401.7048,335243.16,13,7,9,0.05801,413.8435,105.235435,410191.44,0.6805
2542,1623982786,R,S,555.0027,367596.66,13,7,10,0.00306,413.8435,105.235435,410191.44,1.0
2542,1623983232,R,S,555.5325,368042.66,13,7,11,0.01247,413.8435,105.235435,410191.44,0.0
2542,1623983243,R,S,555.0027,368054.41,13,7,12,0.10325,413.8435,105.235435,410191.44,0.0
2542,1623983981,R,S,466.3767,368792.06,13,7,13,0.02597,413.8435,105.235435,410191.44,0.8156
2542,1623984332,R,S,467.0379,369143.44,13,7,14,0.14228,413.8435,105.235435,410191.44,0.2266
2542,1624010017,R,S,489.4629,394828.22,13,7,15,0.10001,413.8435,105.235435,410191.44,0.3778
2542,1624010961,R,S,580.3244,395772.28,13,7,16,0.00133,413.8435,105.235435,410191.44,1.0
2542,1624011551,R,S,605.6461,396362.35,13,7,17,0.0005,413.8435,105.235435,410191.44,1.0
2542,1624011648,R,S,599.0871,396459.41,13,7,18,0.31922,413.8435,105.235435,410191.44,0.1136
2542,1624022058,R,S,592.9853,406869.2,13,7,19,0.00076,413.8435,105.235435,410191.44,1.0
2542,1624025380,R,S,630.9678,410190.84,13,7,20,0.02112,413.8435,105.235435,410191.44,1.0
2543,1624025380,FE,L,0.0,0.0,0,0,0,1.3535,-538.5194,-91.101367,226101.27,1.0
2543,1624025382,A,L,-27.027,2.03,0,0,0,0.00217,-538.5194,-91.101367,226101.27,1.0
2543,1624025388,A,L,-35.1165,7.52,1,0,0,0.0036,-538.5194,-91.101367,226101.27,1.0
2543,1624025431,A,L,-47.7432,51.03,2,0,0,0.21149,-538.5194,-91.101367,226101.27,1.0
2543,1624025718,A,L,-60.9525,337.08,3,0,0,0.00154,-538.5194,-91.101367,226101.27,1.0
2543,1624030046,A,L,-106.7562,4665.18,4,0,0,0.08437,-538.5194,-91.101367,226101.27,0.6272
2543,1624039548,A,L,-98.473,14167.28,5,0,0,0.13,-538.5194,-91.101367,226101.27,0.5592
2543,1624047773,R,L,-230.1596,22392.41,6,0,0,0.07846,-538.5194,-91.101367,226101.27,0.7244
2543,1624087185,A,L,-300.6159,61804.89,6,0,1,0.15321,-538.5194,-91.101367,226101.27,0.6151
2543,1624184868,R,L,-671.0772,159487.06,7,0,1,0.068,-538.5194,-91.101367,226101.27,0.5223
2543,1624184895,R,L,-658.9269,159514.1,7,0,2,0.09571,-538.5194,-91.101367,226101.27,0.4234
2543,1624184931,R,L,-651.0422,159550.05,7,0,3,0.07213,-538.5194,-91.101367,226101.27,0.6376
2543,1624185015,R,L,-620.5723,159634.1,7,0,4,0.17879,-538.5194,-91.101367,226101.27,0.2805
2543,1624186084,R,L,-607.8151,160703.45,7,0,5,0.2507,-538.5194,-91.101367,226101.27,0.2418
2543,1624186085,R,L,-614.9945,160704.98,7,0,6,0.10788,-538.5194,-91.101367,226101.27,0.7816
2543,1624228158,A,L,-215.8186,202777.22,7,0,7,0.03545,-538.5194,-91.101367,226101.27,1.0
2543,1624230612,A,L,-124.5002,205231.65,8,0,7,0.37714,-538.5194,-91.101367,226101.27,0.0761
2543,1624234154,A,L,-142.9931,208773.18,9,0,7,0.15169,-538.5194,-91.101367,226101.27,0.8312
2543,1624250721,R,L,-440.2516,225340.56,10,0,7,0.05049,-538.5194,-91.101367,226101.27,0.357
2543,1624251277,R,L,-465.3814,225896.75,10,0,8,0.00326,-538.5194,-91.101367,226101.27,1.0
2543,1624251316,R,L,-458.3707,225935.58,10,0,9,3e-05,-538.5194,-91.101367,226101.27,1.0
2543,1624251330,R,L,-451.3599,225949.42,10,0,10,0.00039,-538.5194,-91.101367,226101.27,1.0
2543,1624251377,R,L,-444.3492,225996.98,10,0,11,9e-05,-538.5194,-91.101367,226101.27,1.0
2543,1624251392,R,L,-437.3384,226011.31,10,0,12,9e-05,-538.5194,-91.101367,226101.27,1.0
2544,1624251482,FE,S,-0.0,0.0,0,0,0,0.01754,483.0991,39.546661,21557.69,1.0
2544,1624251497,A,S,-7.3314,14.8,0,0,0,0.00347,483.0991,39.546661,21557.69,1.0
2544,1624251571,A,S,-8.4539,89.02,1,0,0,0.03922,483.0991,39.546661,21557.69,1.0
2544,1624251654,A,S,-24.7405,172.56,2,0,0,0.00038,483.0991,39.546661,21557.69,1.0
2544,1624251666,A,S,-22.112,184.7,3,0,0,0.00068,483.0991,39.546661,21557.69,1.0
2544,1624251686,A,S,-23.0833,204.37,4,0,0,0.00041,483.0991,39.546661,21557.69,1.0
2544,1624251834,A,S,-26.5754,352.27,5,0,0,0.00059,483.0991,39.546661,21557.69,1.0
2544,1624251835,A,S,-25.9871,352.93,6,0,0,0.15027,483.0991,39.546661,21557.69,0.2447
2544,1624251866,A,S,-16.3576,384.49,7,0,0,0.06556,483.0991,39.546661,21557.69,0.0527
2544,1624255839,A,S,-75.9308,4357.62,8,0,0,0.03721,483.0991,39.546661,21557.69,0.1669
2544,1624272171,R,S,445.4223,20689.45,9,0,0,0.03203,483.0991,39.546661,21557.69,0.7187
2544,1624272209,R,S,455.1604,20727.4,9,0,1,0.07982,483.0991,39.546661,21557.69,0.1081
2544,1624272270,R,S,457.4606,20787.96,9,0,2,0.06465,483.0991,39.546661,21557.69,0.5927
2544,1624272364,R,S,417.2117,20882.22,9,0,3,0.06077,483.0991,39.546661,21557.69,0.4141
2544,1624272472,R,S,441.6209,20989.94,9,0,4,0.05657,483.0991,39.546661,21557.69,0.747
2544,1624272529,R,S,463.0485,21047.09,9,0,5,0.12062,483.0991,39.546661,21557.69,0.4036
2544,1624272582,R,S,468.0211,21100.47,9,0,6,0.07107,483.0991,39.546661,21557.69,0.7089
2544,1624272864,R,S,493.0085,21382.11,9,0,7,0.21891,483.0991,39.546661,21557.69,0.3306
2544,1624273039,R,S,513.0489,21557.46,9,0,8,0.38416,483.0991,39.546661,21557.69,0.7051
2545,1624273039,FE,L,0.0,0.0,0,0,0,0.27716,219.7908,14.725645,10985.05,0.7051
2545,1624275787,A,L,-126.5404,2748.06,0,0,0,2.69492,219.7908,14.725645,10985.05,0.5616
2545,1624276112,R,L,155.2156,3072.8,1,0,0,0.0061,219.7908,14.725645,10985.05,1.0
2545,1624277068,A,L,55.8826,4028.35,1,0,1,0.10539,219.7908,14.725645,10985.05,0.8314
2545,1624277169,A,L,19.6735,4129.67,1,1,1,0.07049,219.7908,14.725645,10985.05,0.8168
2545,1624283894,R,L,218.1096,10854.27,1,2,1,0.00302,219.7908,14.725645,10985.05,1.0
2545,1624283894,R,L,233.5915,10854.91,1,2,2,0.00833,219.7908,14.725645,10985.05,1.0
2545,1624283950,R,L,249.0735,10910.81,1,2,3,0.01192,219.7908,14.725645,10985.05,1.0
2545,1624284024,FX,L,260.4021,10985.05,1,2,4,1.0,219.7908,14.725645,10985.05,0.0435
2546,1624284024,FE,S,3.4966,0.0,0,0,0,0.14152,157.4613,0.24027,1326.02,0.0435
2546,1624285350,FX,S,160.3207,1326.02,0,0,0,1.0,157.4613,0.24027,1326.02,0.7218
2547,1624285350,FE,L,7.085,0.0,0,0,0,0.03016,86.1008,2.505889,1230.9,0.7218
2547,1624285459,A,L,-1.7521,108.01,0,0,0,0.35391,86.1008,2.505889,1230.9,0.6819
2547,1624286214,R,L,89.5126,863.62,1,0,0,0.12707,86.1008,2.505889,1230.9,0.7587
2547,1624286249,R,L,85.9917,898.45,1,0,1,0.01357,86.1008,2.505889,1230.9,0.9878
2548,1624286581,FE,S,-0.0,0.0,0,0,0,3.08642,162.5357,2.710628,3791.73,0.9878
2548,1624288095,A,S,-37.9939,1513.86,0,0,0,9.88728,162.5357,2.710628,3791.73,1.0
2548,1624290369,R,S,165.4844,3787.64,1,0,0,0.52039,162.5357,2.710628,3791.73,0.427
2548,1624290373,FX,S,159.3073,3791.73,1,0,1,1.0,162.5357,2.710628,3791.73,0.8819
2549,1624290373,FE,L,3.8321,0.0,0,0,0,0.47114,149.5695,4.399906,11297.95,0.8819
2549,1624293971,A,L,-130.6978,3598.15,0,0,0,1.11252,149.5695,4.399906,11297.95,1.0
2549,1624301192,R,L,139.5281,10818.97,1,0,0,0.01293,149.5695,4.399906,11297.95,1.0
2549,1624301666,R,L,155.0201,11293.32,1,0,1,0.00053,149.5695,4.399906,11297.95,1.0
2550,1624301671,FE,S,,0.0,0,0,0,,133.6349,20.404022,55875.34,1.0
2550,1624301930,A,S,7.6278,258.55,0,0,0,0.00277,133.6349,20.404022,55875.34,1.0
2550,1624304679,A,S,99.2578,3007.65,0,1,0,0.48419,133.6349,20.404022,55875.34,0.7334
2550,1624305528,A,S,-20.1746,3857.26,0,2,0,0.1253,133.6349,20.404022,55875.34,0.3506
2550,1624305545,A,S,-20.5195,3873.82,1,2,0,0.01257,133.6349,20.404022,55875.34,0.9768
2550,1624310524,A,S,173.7799,8853.43,2,2,0,0.03106,133.6349,20.404022,55875.34,0.8061
2550,1624310651,A,S,139.6473,8979.56,2,3,0,0.00018,133.6349,20.404022,55875.34,1.0
2550,1624310709,A,S,118.6473,9037.87,2,4,0,2e-05,133.6349,20.404022,55875.34,1.0
2550,1624310767,A,S,54.316,9096.13,2,5,0,0.02593,133.6349,20.404022,55875.34,0.0014
2550,1624311086,A,S,150.2488,9415.04,2,6,0,0.00102,133.6349,20.404022,55875.34,1.0
2550,1624311276,A,S,117.8545,9604.49,2,7,0,4e-05,133.6349,20.404022,55875.34,1.0
2550,1624335859,R,S,-154.1817,34188.31,2,8,0,0.03348,133.6349,20.404022,55875.34,0.8348
2550,1624336230,R,S,-157.3655,34559.05,2,8,1,0.04221,133.6349,20.404022,55875.34,0.3136
2550,1624336914,R,S,-146.1611,35242.72,2,8,2,0.03096,133.6349,20.404022,55875.34,0.6883
2550,1624355663,R,S,291.1323,53992.08,2,8,3,0.0507,133.6349,20.404022,55875.34,0.8314
